Text,Predicted,Actual,isCorrect

ألله خواصري طب رب تاخدو لقاح الايراني وتريحونا بقا,0,0,True

بدعم القيادة الرشيدة وحثها المتواصل للجميع بالمسارعة للتطعيم المركز الثاني عالمي سباق التطعيم ضد فيروس كورونا بأكثر مليون جرعة لقاح,1,1,True

طبيب فلوريدا تلقيه لقاح ضد كورونا بأسابيع ردت فايزر,-1,-1,True

عاجل الوكالة الأوروبية للأدوية لدينا بيانات لقاح أسترا زينكا يقاوم السلالات الجديدة لكورونا,1,0,False

بريطانيا تطعيم شخصا دقيقة ضد المملكة المتحدة,1,1,True

اثنى السفير الامريكي تلقيه لقاح احترافية العمل وبطاقم سعودي وأكد انه مكان مثالي للتواجد أثناء الجائحة فستكون الله يعز وطننا وطن الخير الله يعز ولاة أمرنا العظماء الله يعز أبناء الوطن الشرفاء,1,1,True

اهل الكويت رجاء انتبهوا لهذه الطامة الكبرى اذا رئيس شركة لقاح فايزر يتلقى تطعيم كوفيد والعذر أقبح الذنب يطالبون العالم ان ياخذوا اللقاح,1,-1,False

إنتقدوا خامنئي إلعنوه بالأكاذيب اختلاق الأكاذيب خامنئي يقو خامنئي والنظام الإيراني خامنئي والنظام الإيراني الكثير العيوب تحاربوه بالأكاذيب بالحقائق خامنئي يمنع استيراد لقاح كورونا مطلقا منع استيراد الانجلوسكسوني فقط,-1,1,False

كنت الفئات الأكثر تأثر بمضاعفات فيروس كورونا,1,1,True

تعلن استعدادها لتزويد بتكنولوجيا تصنيع,1,1,True

شخص حصلوا لقاح والعدد تزايد يتم منح لكل يحصل جرعتي لقاح كورونا كورونا انحسار بالسعودية,1,1,True

ريبورتاج تركيا تبدأ حملة تطعيم ضد فيروس كورونا باستخدام لقاح سينوفاك الصيني,1,1,True

سبب الإصرار اللقاح الأمريكي وجود مصادر أمانا,1,0,False

لقاح كوڤيد كورونا سيكون متوف را للبنانيين والمقيمين والرعايا استثناء ومجانا مركزا المناطق اللبنانية للتلقيح اللقاح اختياري ضروري تطلق وزارة الصحة اللبنانية المنص الالكترونية والخط الساخن للتسجيل إبتداء الخميس,1,1,True

تستهينوا فالحذر واجب بريطانيا تقريبا خرجت السيطرة صحيا انتشار كورونا المتحور بشكل كبير جدا وميركل ألمانيا تقول الأسابيع القادمة تنتظرنا أياما صعبة,1,0,False

وتجربتي العلمية لقاح كوفيد فعال اختبار سريع ظهر الأجسام المضادة ضد دمي اليوم الجرعة الأولى لقاح لقد اختبرت نفسي عدة مرات خلال الأشهر الماضية اللقاح لمعرفة لدي أجسام مضادة عدوى مصحوبة بأعراض ولكنها كانت سلبية دائم,1,1,True

تدريبات وهمية أيام انطلاق برنامج لقاح,1,1,True

وزير الخارجية الأمير فيصل بن فرحان يتلقى الجرعة الأولى لقاح فيروس كورونا,1,1,True

الحمدلله اخذت الجرعة الاولى انا ووالدتي الغاليه اشكر القائمين مركز لقاحات كورونا كوفيد التنظيم والمهنية العاليه إستقبال وتنظيم ومسارات مخصصه ومتابعه دقيقة لكل المراجعين,1,1,True

قطر تتصدق الجزائر ببعض لقاح أسترازينيكا البريطاني أتى محملا طائرة قطرية الشيء بالنسبة للقاح سبوتنيك أوصلته شركة العالمية الجزائر قادرة شراء اللقاح تعيش هبات الف جرعة قطرية الف جرعة روسية فين مول مليون ساعة,1,1,True

مدير عام مؤسسة الغذاء والدواء للمملكة المؤسسة أجازت مطعوم كورونا الصيني الإماراتي لغايات الاستخدام الطارئ,1,1,True

الاحتلال يسجل حالة شلل خفيف بالوجه إثر تلقي لقاح كورونا,1,0,False

إقبال واسع تلقي لقاح كورونا,1,1,True

البيض كلمة السر مصري يكتشف لقاح جديد ضد,1,1,True

الخير اللي خذ لقاح كوفيد يرفع يده,1,1,True

تكون خاطب جديد حماتك بدا لقاح كورونا,0,0,True

لعدم وجود دراسات حول آثاره الجانبية لتلك الفئات تاج الدين مستشار للشؤون الصحية تصريحات متلفزة الأقل عاما والسيدات الحوامل مش هيحصلوا لقاح واللقحات اتعملت بسرعة وتم تداولها سريعا لإننا وباء,1,1,True

أمير المنطقة الشرقية يتلقى الجرعة الثانية لقاح كورونا مركز لقاحات فيروس كورونا المستجد بأرض المعارض الظهران,1,1,True

يتلقى الجرعة الثانية,1,1,True

صور لعمليات شحن لكميات لقاح فايزر بينها الكمية وصلت اليوم للأردن,1,1,True

ببلد مناخه العراق سيتكبد ملايين الدولارات الخسائر حال شراءه لقاح فايزر الامريكي لأنه يحتاج الى درجة حرارة تصل الى درجة الصفر اجل الحفاظ وهذا محال العراق,-1,0,False

يقتنع لقاح,1,0,False

فلسطين بدء التطعيم ضد كورونا منتصف الجاري رئيس الوزراء الفلسطيني محمد اشتية قال مستهل جلسة مجلس الوزراء الحكومة ستحصل دفعة أولى مقدارها لقاح,1,1,True

العصابة الأمريكية الترمبية الحاكمة وفي أيامها الأخيرة تبث سمومها ضد الشعوب الإسلامية خدمة للصهيونية العالمية ويشجعها منافقي الأمة فبعد فرض عقوبة التجويع الشعب اليمني تفرض عقوبات ضد شركة بركة الإيرانية تمكنت الشركة إنتاج لقاح ک وو ایران برکت ضد كورونا,0,1,False

الخبير الشؤون الأوروبية حسين الوائلي يفسر لـ عربي المقصد تصريحات رئيس المجلس الأوروبي بشأن لقاح,1,1,True

نرى نظام حكم نظام اردوغان وحكومته فهما يقوموا ببيع لقاح كورونا للشعب ويعطوه مجانا للسياسين والتابعين لحزب التنميه والعداله وهذا يثبت ان اردوغان يهمه شئ مصلحته الشخصيه فقط,1,1,True

نيويورك بوست تطعيم إرهابيا فى معتقل بـ,-1,1,False

الموافقة لقاح فيروس كورونا كوفيد والمنتج تحالف شركتي فايزر وبايونتيك لجميع الأشخاص تبلغ أعمارهم عاما فما باستثناء لديهم حساسية مكونات اللقاح عانوا رد فعل تحسسي شديد سابقا أنواع الأطعمة الأدوية,1,1,True

محاسن تتواصل الأبحاث العلمية لإيجاد لقاح للوباء تفتح الباب علاج لأمراض مستعصية تابع,0,1,False

بالدليل هيكسب أضعاف ثمن شراءه لقاح بيعه للمصريين أحمد,1,1,True

سكان السعودية تلقوا لقاح كورونا الان المركز ال عالميا,1,1,True

تحديد مبنى الصالة الرياضية مقرا لتقديم,1,1,True

رئيس الوزراء جاستن ترودو كندا توصلت اتفاق لشراء مليون جرعة إضافية لقاح فايزر بايونتك ان مليون جرعة لقاحات كوفيد ستصل العام وكل يريد لقاح سيكون قادر الحصول بحلول شهر,1,1,True

نائب بالكونغرس الأمريكي يصاب بـ كوفيد تلقيه جرعتين لقاح فايزر,-1,-1,True

الصحة لديكم موعد الجرعة الثانية لقاح كورونا ولم تصلكم رسالة نصية بتغيير الموعد نرجو الحضور الموعد المسبق الظاهر تطبيق صحتي,1,1,True

بالرغم ان احد قيمة علمية الاوساط الاكاديمية يتحدث ازلية الكون الا ان المتطفلين العلم والفلسفة صبيان الملاحدة يكرر المغالطة ليتمسك الكون ازلي يجيب الدكتور حمزة تزورتزس عقليا وفلسفيا,1,0,False

مدرستي كانت ماما مدرسه وكل يوم تطعيم تقولي تعالي هروحك انزلي معايا الاوضه هديكي شنطه تروحيها معاكي وبنزل تقفل الاوضه عليا وتخلي المس تطعمني اول واحده وكل مره كنت بنبهر الخطه اللي بتعملها دي,1,1,True

لقاح جديد لكورونا تظهر فاعليته الجرعة الأولى فقط,1,1,True

وزيرة الصحة إحنا انتظار الدفعة الثانية لقاح سينوفارم لكورونا لبدء التطعيم فورا أصل الحكاية يوم هتعرفها عمرو أديب ومتخليش يفوتك حاجة,1,1,True

تلقي جرعته الثانية لقاح فيروس سانجاي غوبتا يشرح الأعراض يعاني الأشخاص,1,1,True

الله يرحمك امام الجلنفات زمانه دلوقتي نازل شتيمة اي شركة بتحاول تصنع اي لقاح علشان بتمنع الناس انها تقابل ربها حاجز اول طيارة للبلد المصنعة للقاح علشان ياخده المصدر نفسه المرحوم اكبر اونطجي القرن ال,1,0,False

روسيا تعلن استعدادها لتزويد مصر بتكنولوجيا تصنيع لقاح كورونا,1,1,True

انتشرت حاليا أرجاء العالم صور تظهر سكان البلدان الغنية يتلقون التطعيم بينما يحدث شيء البلدان النامية فهذه مشكلة كبيرة جدا,1,1,True

خادم الحرمين الشريفين الملك سلمان بن عبدالعزيز آل سعود حفظه الله يتلقى الجرعة الأولى لقاح كوفيد,1,1,True

الرئيس التركي يتناول جرعة لقاح المخصص للشعب يستطيع فعلها وتناول اللقاح الصيني,1,1,True

مراسل أحمد العناني تطعيم مليون شخص باللقاح والإغلاق العام سبب انخفاض أعداد الإصابات والوفيات بـ,1,1,True

الامريكيون يريدون تجربة اللقاح الدول الاخرى,-1,1,False

محتاجين لقاح يقاوم الـ,0,1,False

فشل لقاح كورونا للأسف وعادت الإصابات تواصل إرتفاعها أرجاءالوطن العربي والعالم باستثناء اليمن لحد الان وهذا فضل الله ورحمة سبحانه يدخل يشاء رحمته يجمع عسرين اللهم لطفا دائما بشعبنا المظلوم اللهم لطفا بكل خلقك يارب فعلا مايدعو للتأمل والمراجعة,1,-1,False

الحمد لله ان المحمول ماكانش يد الجميع ايام لقاح شلل الاطفال زمان مصر لسة شلل الاطفال زي البرد كدة,1,1,True

يقدم لقاح مجانا للوافدين ألسنا أزمة اقتصادية قضت الأخضر واليابس لماذا حكومتنا الكرم الحاتمي وفي محله,0,0,True

سابقا قالوا نريد تطعيم السكان الان يريدون تطعيم منهم لان لقاحهم المزعوم يعمل الا اذا تم تطعيم السكان واذا مات او او مرض او صيب بعاهة دائمة اخذ اللقاح يتم رمي التهمة شئ آخر الا اللقاح المقدس,1,1,True

سمو أمير منطقة يتلقى ويتفقد مركز استقبال المتقدمين اللقاح,1,1,True

الرئيس روحاني وزارة الصحة رفضت طلب شركات اجنبية اختبار لقاح كورونا مواطنينا,1,1,True

تلقى سمو أمير منطقة الرياض الجرعة الأولى لقاح كورونا كوفيد بحضور معالي وزير الصحة,1,1,True

قال الرئيس الأميركي جو بايدن يعتقد بلاده يمكن توزع مليون جرعة لقاح ضد فيروس كورونا يوميا وذلك ارتفاعا مستهدفه البالغ مليون جرعة يوميا بايدن تعهد بإعطاء مليون جرعة لقاح فيروس كورونا يوم منصبه,1,1,True

تلقيت جرعتي الثانية لقاح الكوفيد امس الظهر اليوم حسيت شوية حرارة الالام بالجسم متوقع يكون دليل المناعة المكتسبة الجرعة الاولى افضل شي ارتاح اتناول سوائل مسكنات,1,1,True

الصحة تعلن إعادة جدولة إعطاء بسبب تأخر الشركة الصانعة التوريد المملكة وجميع دول العالم تصدر اللقاح,1,1,True

الفنان حسين الجسمي يتلقى الجرعة الأولى لقاح كورونا,1,1,True

قرار صادر الجمهوريه الإسلاميه الإيرانيه بوقف استيراد لقاح فايزر تحريم استقدامه الولي الفقيه سماحة القائد السيد علي الخامنئي,1,-1,False

تعلن إطلاق موقع حجز وتسجيل لقاح رسميا آخر الشهر الجارى,1,1,True

دولة تشترط تطعيم يحدث سيحاولون وسيفشلون والمصرون سيواجهون غضب لاحق شعوبهم ستشعر بالقهر والاستقلال فحاليا تقريبا الدول تشرطه لحين التوقف المهزلة,1,0,False

لقاح فايزر الامريكي يقتل شخصا النرويج وحدها,1,-1,False

كمان ياريت اللبنانين يطلعون السعودية ونرتاح قرفهم شي يأخذونه ببلاش لقاح كورونا صارو يجو يأخذونه ببلاش كانو خلفناهم ونسيناهم,1,0,False

منظمات الدولية تدفع بإتجاه توفير مليون لقاح للاجئين السوريين والفلسطينين الشعب اللبناني المضيف عرفتوا ليش فهمتو,1,1,True

إيران تصادق استخدام سبوتنيك الروسي التطعيم ضد كورونا,1,1,True

ثقة لدينا بلد يبيد الش عوب لأجل مصالحه المتوقع إصطياده أيض بحجة كورونا,1,-1,False

الحمد لله تم اللقاح الأول أسأل الله يجعله لقاح عافية وأسأل الله يبارك ولاة الأمر وفي جهود القطاع الصحي,1,1,True

الأطر القانونية والطبية وضعت القانون ولبنان بحاجة الى مليون جرعة لقاح كورونا ولبنان سيتعامل المرحلة المقبلة عدة شركات مصنعة للدواء,1,1,True

متل المليون لقاح تاع الحريري بكرا بيطلعوا,1,1,True

نعمة الولاية,1,1,True

اللقاح الامريكي يقدم ضمان للفعالية طويلة المدى بدون آثار جانبية,1,-1,False

الإمام الخامنئي دخول اللقاحين الأميركي والبريطاني إيران ممنوع كونه لقاح اختبار الشعوب,1,-1,False

الل قاحات الأمريكية والبريطانية مسموح دخولها البلاد لقد قلت للمسؤولين وأقول للعموم بإمكان الأمريكيين إنتاج الل قاح حدثت كارثة كورونا بلدهم أيام قليلة غضون ساعة لديهم آلاف ضحية,1,1,True

قال الله سبحانه وتعالى إ الذ نف ال الذاريات تتردد المبادرة بأخذ لقاح كوفيد خدمة لوطنك ووقاية وحماية ولإسرتك ومجتمعك,1,1,True

الاستاذ محمد عبده يتلقى جرعة لقاح كورونا,1,1,True

سألني أحدهم ستأخذ اجبت قال قال انه خطير وله مضاعفات سألته اللي قال اعطيني اسم عالم او منظمة او مركز ابحاث المهم طلع الموضوع حكي واتس ومواقع التواصل ادعو الجميع لسرعة اخذ اللقاح ومهما يقول المثل الشعبي اخوتك خطئ وحدك صيب,0,1,False

تحقق أعلى معدل يومي لجرعات لقاح الإمارات الأحد تقديم جرعة لقاح أعلى معدل تلقي جرعات يوم انطلاقة الحملة الوطنية لتقديم,1,1,True

اختبارات مزيج لقاحي سبوتنيك أسترازينيكا ستجرى دول اثنتان عربية,1,1,True

قصة لقاح الكورونا متل يللي اخد ابنو معلم سباحة عوني تيعلمو السباحة كبو بلبحر البي عم تكبو ابني شوف هلق البحر هايج او بيطلع سبيح مر وقوي او بترجع بتخلف ولد تاني بدلو يكون قبضاي,0,1,False

طيب ميشال ضاهر أخد مليون سلة راوول المدعومة إفترضنا بدو يجيب بنصفهم لقاح منصة كوفاكس بيطلع لازم يجيب مليون لقاح او لقاح إكسفورد بيطلع الف لقاح كله حسابنا المهم بكرا الإعلام بيستضيفه رجل الخير خود تطبيل,1,1,True

إقبال موظفي شرطة دبي للحصول جرعات لقاح كورونا التفاصيل,1,1,True

طبيعتي كمسوق النقد والبحث العيوب لتحسينها هدفي سجلت لأخذ لقاح كورونا توفيق الربيعة وفريقه يعطوني الفرصة لنقدهم شباب وشابات الورد والتحية والابتسامة تفارق وجوههم شكرا لولاة أمرنا وشكرا,1,1,True

خبير الأدوية واللقاحات بلال زعيتر نعرف مدى استدامة لقاح ومع زيادة الخبرة يمكن السماح بالتحول نوع لآخر نقص الأجسام المضادة,1,1,True

نأمن صحة اطفالنا المستقبل,1,1,True

السند نجدد الدعوة لعدم السفر بالوقت الحالي ونحذر السفر بغرض السياحة لقاح أكسفورد سيساهم تغطية أكبر قدر يتلقون التطعيم,1,1,True

وكالة أنباء البحرين فايزر تبلغ المنامة تأجيل تسليم شحنات لقاح كورونا كانت مقرر خلال الشهر الجاري,1,1,True

عاجل متحدث وزارة الصحة تم تأجيل مواعيد الجرعة الأولى لقاح كورونا لمن لديه موعد مسبق ويمكن معرفة الموعد الجديد خلال الرسالة النصية المرسلة عبر تطبيق صحتي السعودية,1,1,True

بالله يفعل هذافى أيامنا بحسب روسيا اليوم المملكة تتفاوض شركات أدوية لتوفير لقاح كورونا للدول التى لديها امكانيات لشراء اللقاح لمواطنيها يسعني أكتب قول الله تعالي ينفقون فى السراء الضراء الكاظمين الغيظ العافين الناس الله يحب المحسنين,1,1,True

معلومة هامة مطعوم كورونا يحمي صاحبه الاعراض وتداعيات المرض لكنه يحمي المرض ويبقى الشخص المحصن عرضة للمرض وناقلا لذا بد الابقاء وضع التباعد الاجتماعي ولبس الكمامة التحصين,0,1,False

الملكة إليزابيث والأمير فيليب يتلقيان لقاح كورونا ويثيران التكهنات وقت حرج الجائحة بريطانيا,1,1,True

سعادة الأستاذة الدكتورة سامية بنت محمد العمودي استشارية النساء والتوليد ومؤسسة مبادرة التمكين الصحي والحقوق الصحية تتلقى لقاح كورونا كوفيد,1,1,True

الاعلام الإسرائيلي ظهرت اعراض شلل خفيفة عصب الوجه شخصا مطلع الاسبوع تلقيهم جرعة لقاح كورونا الأولى ولم عرف سبب الإصابة بالتحديد ووزارة الصحة الكيان توصي بإعطائهم الجرعة الثانية الأطباء متخوفون ويطالبون بالمزيد المعلومات,1,-1,False

وفاة شخصا الولايات المتحدة خلال فترة أسبوعين حقن لقاح التجريبي سنستمر السماح بالقتل الجماعي طريق الحقن المميت وكالعادة تويتر منعني وضع رابط الخبر بامكانكم قرائته الرابط كتبته بالأحمر الصورة,1,-1,False

لقاح فايزر فعال ضد السلالة البريطانية والجنوب أفريقية كورونا,1,1,True

الدكتور نزار باهبري يمكن للشخص تأجيل الحصول الجرعة الثانية لقاح حصوله الأولى حال حدوث ظروف طارئة قرابة أسابيع,1,1,True

السفير الأمريكي السعودية يتلقى الجرعة الثانية لقاح فيروس كورونا,1,1,True

يمكن يتلقى اللقاح خوف,1,-1,False

اي حدن بيسألني بدك تاخد لقاح بكل ثقة الا بلقاح الجمهورية الإسلامية لان التاريخ علمنا ناخد الا,1,-1,False

بحمد الله وتوفيقه وفضله بجهود حكومتنا الرشيدة بقيادة سيدي خادم الحرمين الشريفين وسمو ولي عهده تلقيت قليل الجرعة الاولى لقاح وسط تنظيم رائع وجميل ومجهودات جبارة تقوم وزارة الصحة سائلا المولى ان يديم الصحة والعافية علينا وعلى ابناء الوطن الغالي,1,1,True

بدن يجيبو لقاح كورونا وبنادول عنا يحرق حريشكن اسمع الخبر بموت الضحك,1,-1,False

ممثل خامنئي مدينة كاشان عباس سليماني الدول الأوروبية تريد شراء لقاح الإيراني,1,1,True

وسط مخاوف انهيار جهود مكافحة الفيروس نقص حاد جرعات لقاح بعدد الدول الأوروبية,1,0,False

وزارة الصحة تنوه تأجيل موعد إعطاء الجرعة الثانية لقاح لمن تلقوا الجرعة الأولى نظرا لتأخر الشركة المصنعة توريد الدفعات المتفق عليها وتؤكد تأجيل الجرعة يؤثر فاعلية اللقاح,1,1,True

بيقول ان هيتم تطعيم مليون نص امريكي بلقاح اليوم رغم ان عدد سكانها تخطى مليون الوقت الي تسول وشحت اللقاح الصيني مجانا وهيبيعوه للمصريين كمان أعلنت وزيرة صحته الفاشله انها تستطيع وضع جدول زمني للتطعيم بيفهموا التوقيت الخطه,1,1,True

مصر تتسلم أولى شحنات لقاح أسترازينيكا,1,1,True

استقال جنرال إسباني كبير يوم السبت بسبب مزاعم بأنه تخطى الموعد المخصص لتلقي لقاح فيروس كورونا وتلقى اللقاح المجموعات الأولوية,1,1,True

متحدث وزارة الصحة مستمرون التوسع لتوفير لقاح فيروس كورونا مناطق المملكة نحث الجميع الحصول الجواز الصحي السفر السعودية,1,1,True

تصريحات الوزير الأول تلقيه لقاح سبوتنيك عيادة الينابيع حملة التلقيح ستدوم طول السنة العدد سيكون كافيا لجميع المواطنين وربما بالزائد نعمل ونؤدي واجبنا إتجاه الوطن والشعب,1,1,True

توصل فريق بحثي سعودي جامعة الامام عبدالرحمن الفيصل الى ايجاد لقاح ثبتت جدواه الحيوانات وبقي اثبات جداوه سريريا انها السعودية كتبت انها وطن الفخر والعلم والتقدم والحضارة حفظها الله وحفظ علينا قيادتنا,1,1,True

الدفعة الثانية لقاح تصل أرض السلطنة,1,1,True

ردود فعل الاصدقاء تلقيهم مطعوم كورونا امس واليوم سلامات والله يبعد الجميع شر الوباء,1,1,True

ناد بريطاني للأثرياء فقط ينقلهم الإمارات والهند لتلقي لقاح كورونا,1,1,True

بالنسبة ممكن آخد لقاح مش معروف عوارضه الجانبية ومشترطة الدولة إنها تتحمل هالمسؤولية أوك بفهم بالطبابة معلش حدا يوضحلي هالموضوع شو مستقتلين لهاللقاح عاملينو مش ضامنينو,0,-1,False

تواصل معي أخ عزيز طلب عرض مقترح إرسال رسالة موضحا البعض ينسى يدخل التطبيق وضرب مثلا بأخيه بالذي فاته الموعد بسبب أؤيد المقترح وفيه الإفادة الوقت يضيع يأتي صاحب الموعد فيستفيد شخص أخر,1,1,True

ملاحظة نزل اللقاح الجنة للأرض وعن طريق جبرائيل أخذه سؤال قامت شركة بفايزر بطلب عبوات لقاح بتعداد مليون عبوة خاضعة لدرجات حرارة لأقل درجة بداية شهر لعلمكم فقط التاريخ يكن الوباء بدأ لعلمكم فقط ان العبوات بهذه,0,1,False

تويتر يعل حساب لقاح سبوتنيك الروسي المضاد لكورونا دي مش منصات تواصل بقى دي ميادين معارك احنا الغنائم اه ولاد ال,1,0,False

تقديم جرعة لقاح خلال الـ ساعة الماضية,1,1,True

القصد العوسج شجيرة برية تنبت الجبال وخصوصا مجاري الأودية وقريبة ظلال الأشجار الأخرى زهورها مرعى للنحل كحبوب لقاح ورحيق وكذلك للطيور رحيق وثمار تأخرت نقل بعضها وأثمرت كيسها,0,0,True

الدكتور عبد اللطيف الخال رئيس المجموعة الاستراتيجية الوطنية للتصدي لفيروس كوفيد ورئيس قسم الأمراض المعدية بمؤسسة حمد الطبية يتلقى الجرعة الثانية لقاح فايزر بيونتيك المضاد لكوفيد,1,1,True

دول أوروبية تعرب قلقها تأخر جرعات لقاح ورئيسة المفوضية الأوروبية وفرنا التطعيم لأكثر مواطني الاتحاد,1,1,True

لماذا يتم إعطاء حقنة لقاح كورونا فى عضلات الكتف وليس مباشرة بالوريد كبخاخ للأنف المكان الذى يدخل خلاله الفيروس بسبب توفر خلايا القدرة النقل السريع للقاح الى الخلايا اللمفاوية المسؤولية تكون المناعة مباشرة عبر الوريد لتم تدميره الكريات البيضاء,1,1,True

تشوف شخص بيحكي انه لقاح رح يصيرله ويتحول داخل الخلية اعرف انه يفهم بالأحياء الجزيئية شيئا وإنه حافظ مش فاهم,1,0,False

المتحدث باسم الصحة خلال يومين ستصل شحن لقاح سينوفارم وشحنة لقاح أسترازينيكا تصل خلال أيام قليلة يوم هتعرفها عمرو أديب ومتخليش يفوتك حاجة,1,1,True

متحدث الصحة مليون مسجل تطبيق صحتي لأخذ لقاح,1,1,True

خالد مجاهد المتحدث باسم وزارة الصحة تصريحات لقناة إم سي مصر وصول أولي شحنات لقاح استرازنيكا يوم الخميس المقبل صندوق بتحويل المبالغ المستحقة للشركة تمهيدا لاستلام الشحنات الاخري تباعا لعدد مليون جرعة,1,1,True

بصراحة لازم نلاقي لقاح للنفسيات المعفنة المحمضة لانو الوضع يحمل ابدا,1,0,False

أعلنت شركة رسميا الصحافة بان يولد أجسام مضادة ضد فيروس المتحور الجديد ظهر وجنوب أفريقيا توقعنا الان نحتاج السرعة فقط تطبيق الازمة وباذن الله,1,1,True

عاجل وزارة الصحة تعتمد لقاحي أسترازينيكا وموديرنا لقاح فايزر السعودية,1,1,True

تشرح الممرضة روز دايان مراكز التطعيم التابعة لشركة أبوظبي للخدمات الصحية صحة الخطوات السبعة البسيطة للحصول لقاح كوفيد بدء اختيار مواقع لتلقي اللقاح إمارة أبوظبي وصولا تحديث الصفة المعرفة تطبيق الحصن لتصبح حاصل تطعيم كوفيد,1,1,True

ماكرون لقاح أسترازينيكا فع ال تقريبا لمن تجاوزوا عاما,1,-1,False

وزارة الصحة تذك الحصول الجرعة الثانية لقاح كورونا يعني عدم الالتزام بالإجراءات الوقائية,1,0,False

فالمناعة الاضافية المتوقعة لقاح فايزر تبدأ مرور يوم تقريب الجرعة الأولى أصيب الناس بالعدوى غضون أسبوعين تلقي الجرعة الاولى عجب يكن لديهم مناعة إضافية خلال الفترة,1,1,True

اليوم تم تطعيم الوالد تم تطعيم والدتي سابقا اشاد بالتنظيم سلاسة الاجراءات شعرت بالطمأنينة والراحة والله يحفظ والديكم والفال للباقي اشكر وزارة الصحة وجميع العاملين وكل ساهم نشر الوعي المجتمعي لمحاربة الوباء,1,1,True

لماذا نشتري لقاح البلدان والشركات تثبت بشكل فعالیتھا سلامتھا علما اللقاحات یتم إنتاجھا باستخدام تقنیة الـ الجدیدة تقدم ضمان للفعالیة طویلة المدى بدون آثار جانبیة,-1,1,False

أردوغان يبقى شعبه ولم يعطيهم اللقاح الذى يعطيه لأتابعه والمواليين وأعطاهم لقاح تجريبي وغير فعال وهذا الحكومة التركيه تطمع فى انها تبيع اللقاح للشعب الغلبان بضعف السعر,1,1,True

الأطباء يؤكدون أمان وأهمية لقاح مواجهة الفيروس وحماية الفرد والمجتمع,1,1,True

بالأسماء مركزا أبوظبي يوفر لقاح كورونا مجانا بدون موعد,1,1,True

الضاحية الجنوبية الأن يوجد لدينا لقاح الحسين والكمية محدودة,1,0,False

بدعم إيمان المنصور تكتب قصة نجاح للوطن الوصول لقاح سعودي ضد,1,1,True

صباحك ومطرحك وزيرة الصحه تعلن مؤتمر صحفي اليوم خطة توزيع لقاح كورونا الصيني اسمعنا,1,1,True

الصحة الأميركية ملايين شخص حصلوا الجرعة الأولى لقاح,1,1,True

عندما اكتشف جوناس سالك عالم الفيروسات لقاح شلل الأطفال رفض يحتفظ بحقوقه الشخصية وتسجيل براءة اختراع حتي يجعل سعره متناول الجميع حول العالم خسر بناءا علي ملايين الدولارات سيحصل عليها سجله بإسمه عندما سألوه السبب أجابهم اللقاح الشمس حق الجميع,0,1,False

وزير الصحة للمملكة الإقبال جيد ونتوقع زيادته الأيام المقبلة,1,1,True

دخلت سجلت لماما عشان لقاح ال كورونا لقيتها بتقولى هاتيهولى فى البيت قلتلها اشمعنى حبيبتى المشوار مش بعيد لقيتها بتقولى عشان مش هاخده انا هديهولك,1,1,True

إنجاز سعودي يرفع الرأس جامعة الإمام عبدالرحمن بن فيصل تعلن فريقا معهد الأبحاث والاستشارات الطبية نجح التوصل لقاح مضاد لفيروس,1,1,True

خذ مطعوم كورونا متت خير متت برضوا خير,0,0,True

لماذا ترى الاختراعات السعودية النور لقاح كورونا اختراعات النانو نسمع معظم الاختراعات المجالات السبب الجميع يعتقد بأن الابتكار معضلة فنية تكنولوجية بينما محك الابتكار الصعب يكمن الجانب الاقتصادي يحتم وجود نموذج عمل مناسب لكل اختراع,1,0,False

مدير منظمة العالم شفا فشل أخلاقي كارثي يتعلق بلقاحات,1,0,False

حفظه الله يتلقى الجرعة الأولى لقاح كورونا كوفيد,1,1,True

تلقوا لقاح فيروس كورونا إسرائيل الإمارات البحرين بريطانيا أمريكا إيطاليا إسبانيا أيرلندا كندا ألمانيا بولندا النرويج تركيا روسيا فرنسا الصين السعودية,1,1,True

ارجوكم خلوها حضوري الان الفترة يتم تطعيم كبار السن اللي كنا خايفين عليهم الفترة الماضية يوجد عذر الان وبالنسبة كشباب نستطيع تطبيق الإجراءات الاحترازية بكل وعي داخل الجامعات يأتي دورنا التطعيم ونقضي المرض اللعين عرقل حياتنا,1,1,True

الانتقادات وجهت العام الماضي لإطلاقه مبكر لقاح سبوتنيك فعال ضد فيروس بنسبة,1,1,True

الي سمح لهالاشكال تتطعم خليه ياخذ لقاح ايران,1,0,False

يمكن للاجئين وأي شخص يقطن الأردن التسجيل لتلقي لقاح كورونا إيصال اللقاح للجميع ضروري للحد انتشار الفيروس للمزيد المعلومات وللتسجيل يرجى زيارة الموقع,1,1,True

عاجل هيئة الدواء الهولندية تتوقع يكون لقاح فعالا ضد السلالة الجديدة لفيروس,1,1,True

الحمد لله تلقيت اليوم الاحد الجرعه الاولى لقاح فايزر بيونتيك الخاص بفيروس شكرا لقيادتنا الرشيده توفيرها لهذا اللقاح للشعب السعودي والمقيميين شكرا لوزارة الصحه جهودها الجباره شكرا لجميع القائمين مركز اللقاح حسن الاستقبال والتنظيم المميز,1,1,True

